"species","genus","depth_position","source","DepthPrefMin","DepthPrefMax","SpeciesID","SpecCode"
"oxycheilinus orientalis","oxycheilinus","reef","fishbase",17,45,"Fis-47538",5601
"cymolutes praetextatus","cymolutes","reef","fishbase",3,7,"Fis-25710",5607
"cymolutes torquatus","cymolutes","reef","fishbase",6,12,"Fis-25711",5608
"novaculoides macrolepidotus","novaculoides","reef","fishbase",5,15,"Fis-164874",5609
"cirrhilabrus exquisitus","cirrhilabrus","reef","fishbase",9,10,"Fis-31465",5614
"pteragogus cryptus","pteragogus","reef","fishbase",8,35,"Fis-31470",5620
"pteragogus guttatus","pteragogus","reef","fishbase",3,8,"Fis-25717",5621
"anampses melanurus","anampses","reef","fishbase",17,28,"Fis-31471",5622
"pholis fasciata","pholis","benthic","fishbase",30,46,"Fis-24892",3802
"plicomugil labiosus","plicomugil","reef","fishbase",0,2,"Fis-47974",5657
"pomacanthus semicirculatus","pomacanthus","reef","fishbase",5,21,"Fis-25751",5663
"chromis delta","chromis","reef",NA,25,80,"Fis-31486",5673
"chromis ternatensis","chromis","reef","fishbase",5,20,"Fis-25754",5677
"chromis weberi","chromis","reef","fishbase",6,22,"Fis-31490",5680
"chromis xanthochira","chromis","reef","fishbase",13,30,"Fis-25757",5681
"cheiloprion labiatus","cheiloprion","reef","fishbase",1,2,"Fis-25760",5684
"amblyglyphidodon ternatensis","amblyglyphidodon","reef","fishbase",2,9,"Fis-25767",5692
"chrysiptera caeruleolineata","chrysiptera","reef","fishbase",24,43,"Fis-25769",5694
"chrysiptera oxycephala","chrysiptera","reef","fishbase",2,9,"Fis-25773",5698
"chrysiptera rex","chrysiptera","reef","fishbase",3,11,"Fis-25774",5699
"dischistodus melanotus","dischistodus","reef","fishbase",2,7,"Fis-25778",5703
"neopomacentrus taeniurus","neopomacentrus","benthic","fishbase",0,2,"Fis-25780",5705
"neopomacentrus violascens","neopomacentrus","reef","fishbase",4,16,"Fis-25781",5706
"pomacentrus amboinensis","pomacentrus","reef","fishbase",5,22,"Fis-31493",5715
"pomacentrus nagasakiensis","pomacentrus","reef","fishbase",6,20,"Fis-31494",5716
"pomacentrus burroughi","pomacentrus","reef","fishbase",3,10,"Fis-31496",5719
"pomacentrus chrysurus","pomacentrus","reef","fishbase",0,3,"Fis-31498",5721
"pomacentrus grammorhynchus","pomacentrus","reef","fishbase",3,8,"Fis-31500",5723
"pomacentrus simsiang","pomacentrus","reef","fishbase",1,6,"Fis-31505",5729
"sphyraena acutipinnis","sphyraena","reef","fishbase",7,34,"Fis-31508",5733
"fowleria variegata","fowleria","reef","fishbase",2,14,"Fis-25798",5745
"verulux cypselurus","verulux","reef","fishbase",3,9,"Fis-170350",5746
"rhabdamia gracilis","rhabdamia","reef","fishbase",12,47,"Fis-25799",5747
"pristicon trimaculatus","pristicon","reef","fishbase",4,19,"Fis-167058",5748
"apogonichthyoides melas","apogonichthyoides","reef","fishbase",2,9,"Fis-167267",5749
"jaydia ellioti","jaydia","reef","fishbase",27,62,"Fis-170296",5751
"ostorhinchus dispar","ostorhinchus","reef","fishbase",22,39,"Fis-167279",5759
"ostorhinchus hartzfeldii","ostorhinchus","reef","fishbase",1,12,"Fis-167283",5760
"ostorhinchus compressus","ostorhinchus","reef","fishbase",4,12,"Fis-167071",5769
"zoramia leptacantha","zoramia","reef",NA,2,7,"Fis-159567",5773
"zoramia perlita","zoramia","reef","fishbase",4,8,"Fis-159569",5774
"taeniamia biguttata","taeniamia","reef","fishbase",0,15,"Fis-168751",5775
"taeniamia zosterophora","taeniamia","reef","fishbase",2,15,"Fis-169487",5777
"cheilodipterus isostigmus","cheilodipterus","reef",NA,7,23,"Fis-25810",5779
"cheilodipterus artus","cheilodipterus","reef","fishbase",19,78,"Fis-31534",5780
"cheilodipterus singapurensis","cheilodipterus","reef","fishbase",3,7,"Fis-31535",5782
"gymnapogon philippinus","gymnapogon","reef","fishbase",1,5,"Fis-25814",5786
"hoplolatilus fronticinctus","hoplolatilus","reef","fishbase",43,56,"Fis-25819",5793
"gazza achlamys","gazza","reef","fishbase",3,11,"Fis-31541",5797
"equulites stercorarius","equulites","benthic",NA,2,11,"Fis-161062",5798
"gerres erythrourus","gerres","reef","fishbase",5,21,"Fis-125894",5800
"parapriacanthus ransonneti","parapriacanthus","reef","fishbase",5,17,"Fis-31546",5803
"sebastapistes cyanostigma","sebastapistes","reef","fishbase",2,15,"Fis-25828",5811
"sebastapistes strongia","sebastapistes","reef","fishbase",0,3,"Fis-25830",5814
"inimicus didactylus","inimicus","reef","fishbase",12,43,"Fis-25838",5826
"dendrochirus biocellatus","dendrochirus","reef","fishbase",5,21,"Fis-25839",5827
"oxycirrhites typus","oxycirrhites","reef","fishbase",0,25,"Fis-31553",5833
"chaenogaleus macrostoma","chaenogaleus","benthic","fishbase",6,30,"Fis-25889",5896
"hemigaleus microstoma","hemigaleus","benthic","fishbase",30,101,"Fis-31570",5897
"eridacnis radcliffei","eridacnis","benthic","fishbase",156,379,"Fis-31585",5919
"eridacnis sinuans","eridacnis","benthic","fishbase",214,320,"Fis-25897",5920
"gollum attenuatus","gollum","benthic","fishbase",400,600,"Fis-25898",5921
"proscyllium habereri","proscyllium","benthic","fishbase",55,76,"Fis-31586",5922
"furgaleus macki","furgaleus","benthic","fishbase",27,106,"Fis-25900",5924
"hypogaleus hyugaensis","hypogaleus","benthic","fishbase",60,131,"Fis-25902",5928
"iago omanensis","iago","benthic","fishbase",394,977,"Fis-25903",5929
"mustelus higmani","mustelus","benthic","fishbase",114,394,"Fis-31591",5932
"mustelus lenticulatus","mustelus","benthic","fishbase",0,400,"Fis-31592",5933
"mustelus palumbes","mustelus","benthic","fishbase",52,202,"Fis-31594",5935
"mustelus dorsalis","mustelus","benthic","fishbase",39,106,"Fis-31599",5940
"mustelus manazo","mustelus","benthic","fishbase",41,166,"Fis-31600",5941
"mustelus antarcticus","mustelus","benthic","fishbase",40,80,"Fis-31602",5943
"mustelus fasciatus","mustelus","benthic","fishbase",1,50,"Fis-25904",5944
"triakis megalopterus","triakis","benthic","fishbase",6,26,"Fis-25905",5948
"triakis scyllium","triakis","benthic","fishbase",5,26,"Fis-31606",5949
"corythoichthys ocellatus","corythoichthys","reef","fishbase",2,7,"Fis-31611",5963
"doryrhamphus janssi","doryrhamphus","reef","fishbase",3,18,"Fis-25918",5970
"halicampus dunckeri","halicampus","reef","fishbase",7,16,"Fis-25920",5974
"halicampus nitidus","halicampus","reef","fishbase",3,11,"Fis-25922",5976
"syngnathoides biaculeatus","syngnathoides","reef","fishbase",1,6,"Fis-25926",5980
"trachyrhamphus bicoarctatus","trachyrhamphus","reef","fishbase",5,22,"Fis-25927",5981
"parupeneus heptacanthus","parupeneus","reef","fishbase",50,60,"Fis-25937",5991
"pachymetopon aeneum","pachymetopon","benthic","fishbase",23,36,"Fis-25943",5999
"chrysoblephus cristiceps","chrysoblephus","benthic","fishbase",37,65,"Fis-25945",6002
"chrysoblephus gibbiceps","chrysoblephus","benthic","fishbase",23,36,"Fis-25946",6003
"diplodus capensis","diplodus","reef","fishbase",5,26,"Fis-155785",6004
"naso lopezi","naso","reef","fishbase",23,36,"Fis-31623",6022
"rhinecanthus verrucosus","rhinecanthus","reef","fishbase",3,11,"Fis-25964",6028
"ecsenius bicolor","ecsenius","reef","fishbase",3,14,"Fis-25969",6033
"istiblennius lineatus","istiblennius","reef","fishbase",0,2,"Fis-25980",6050
"salarias luctuosus","salarias","reef","fishbase",0,3,"Fis-31631",6060
"meiacanthus ditrema","meiacanthus","reef","fishbase",2,10,"Fis-31635",6068
"petroscirtes variabilis","petroscirtes","reef","fishbase",2,6,"Fis-31637",6076
"ostorhinchus sealei","ostorhinchus","reef","fishbase",5,15,"Fis-167308",6230
"totoaba macdonaldi","totoaba","benthopelagic","fishbase",14,31,"Fis-26051",6317
"pseudomyxus capensis","pseudomyxus","benthic","fishbase",6,26,"Fis-172591",6334
"croilia mossambica","croilia","benthic","fishbase",2,9,"Fis-31807",6338
"plectorhinchus albovittatus","plectorhinchus","reef","fishbase",6,27,"Fis-26071",6362
"plectorhinchus gibbosus","plectorhinchus","reef","fishbase",9,17,"Fis-150563",6366
"plectorhinchus obscurus","plectorhinchus","reef","fishbase",6,27,"Fis-55982",6368
"centropogon australis","centropogon","reef","fishbase",4,16,"Fis-26088",6384
"pterois russelii","pterois","reef","fishbase",20,38,"Fis-58954",6404
"centropomus nigrescens","centropomus","benthic","fishbase",3,14,"Fis-31833",6428
"centropomus medius","centropomus","benthic","fishbase",6,26,"Fis-31834",6429
"centropomus viridis","centropomus","benthic","fishbase",3,14,"Fis-31835",6430
"mesopristes argenteus","mesopristes","benthopelagic","fishbase",6,26,"Fis-26135",6464
"anarchias cantonensis","anarchias","reef","fishbase",3,14,"Fis-26149",6484
"enchelycore schismatorhynchus","enchelycore","reef","fishbase",8,21,"Fis-26152",6490
"gymnothorax hepaticus","gymnothorax","reef","fishbase",3,16,"Fis-26157",6498
"pseudanthias tuka","pseudanthias","reef",NA,10,35,"Fis-26160",6502
"chaetodon aureofasciatus","chaetodon","reef","fishbase",6,11,"Fis-31859",6513
"chaetodon austriacus","chaetodon","reef","fishbase",2,9,"Fis-31860",6514
"chaetodon adiergastos","chaetodon","reef","fishbase",4,16,"Fis-31861",6515
"chaetodon assarius","chaetodon","reef","fishbase",5,21,"Fis-31862",6516
"amphiprion sandaracinos","amphiprion","reef","fishbase",4,12,"Fis-31865",6523
"canthigaster compressa","canthigaster","reef","fishbase",4,14,"Fis-26178",6542
"centropyge tibicen","centropyge","reef","fishbase",9,30,"Fis-26181",6548
"diodon liturosus","diodon","reef","fishbase",15,30,"Fis-31875",6552
"dischistodus chrysopoecilus","dischistodus","reef","fishbase",1,3,"Fis-26184",6553
"pseudanthias pleurotaenia","pseudanthias","reef","fishbase",0,25,"Fis-26192",6569
"pseudanthias randalli","pseudanthias","reef","fishbase",15,70,"Fis-26194",6571
"ostracion solorensis","ostracion","reef",NA,3,11,"Fis-31885",6577
"dischistodus prosopotaenia","dischistodus","reef","fishbase",2,7,"Fis-26218",6608
"nemateleotris decora","nemateleotris","reef","fishbase",25,70,"Fis-31897",6616
"parupeneus spilurus","parupeneus","reef","fishbase",17,45,"Fis-26226",6626
"pseudochromis fuscus","pseudochromis","reef","fishbase",3,25,"Fis-31902",6627
"plectorhinchus diagrammus","plectorhinchus","reef","fishbase",3,14,"Fis-26227",6628
"chaetodon rainfordi","chaetodon","reef","fishbase",2,9,"Fis-31904",6631
"chaetodon tricinctus","chaetodon","reef","fishbase",4,10,"Fis-31906",6636
"centropyge nox","centropyge","reef","fishbase",9,37,"Fis-26239",6647
"chelmon marginalis","chelmon","reef","fishbase",4,16,"Fis-31910",6650
"chelmon muelleri","chelmon","reef","fishbase",3,7,"Fis-62923",6651
"corythoichthys amplexus","corythoichthys","reef","fishbase",3,16,"Fis-31914",6659
"cheilodipterus arabicus","cheilodipterus","reef","fishbase",5,15,"Fis-141415",6669
"halichoeres melanochir","halichoeres","reef","fishbase",7,16,"Fis-32086",6929
"myxine australis","myxine","benthic","fishbase",19,55,"Fis-32089",6946
"bathyraja maccaini","bathyraja","benthic","fishbase",205,321,"Fis-32092",6950
"halosauropsis macrochir","halosauropsis","benthic","fishbase",1401,2012,"Fis-26348",6955
"polyacanthonotus challengeri","polyacanthonotus","pelagic","fishbase",2000,3000,"Fis-26349",6956
"bathylagus antarcticus","bathylagus","pelagic","fishbase",580,1601,"Fis-32098",6960
"bathylagus gracilis","bathylagus","pelagic","fishbase",392,1144,"Fis-32099",6961
"bathylagus tenuis","bathylagus","pelagic","fishbase",361,1067,"Fis-32100",6962
"normichthys yahganorum","normichthys","pelagic","fishbase",271,834,"Fis-32101",6965
"idiacanthus atlanticus","idiacanthus","pelagic","fishbase",1333,1574,"Fis-32106",6970
"stomias gracilis","stomias","pelagic","fishbase",333,654,"Fis-32107",6972
"trigonolampa miriceps","trigonolampa","pelagic","fishbase",1107,1376,"Fis-32108",6973
"benthalbella elongata","benthalbella","pelagic","fishbase",1001,1912,"Fis-26353",6974
"scopelosaurus hamiltoni","scopelosaurus","benthopelagic","fishbase",213,493,"Fis-26354",6976
"magnisudis prionosa","magnisudis","pelagic","fishbase",300,800,"Fis-26356",6978
"notolepis annulata","notolepis","pelagic","fishbase",317,880,"Fis-32110",6979
"notolepis coatsi","notolepis","pelagic","genus gapfill",271,834,"Fis-32111",6980
"diaphus hudsoni","diaphus","pelagic","fishbase",104,368,"Fis-32112",6982
"electrona paucirastra","electrona","pelagic","fishbase",580,1601,"Fis-32114",6986
"electrona subaspera","electrona","pelagic","fishbase",580,1601,"Fis-148079",6987
"gymnoscopelus braueri","gymnoscopelus","pelagic","fishbase",461,1167,"Fis-26361",6989
"gymnoscopelus nicholsi","gymnoscopelus","pelagic","fishbase",833,1788,"Fis-26362",6990
"gymnoscopelus opisthopterus","gymnoscopelus","pelagic","fishbase",590,711,"Fis-32116",6991
"gymnoscopelus hintonoides","gymnoscopelus","pelagic","fishbase",2216,2273,"Fis-32117",6993
"hintonia candens","hintonia","pelagic","fishbase",1423,2221,"Fis-32119",6996
"krefftichthys anderssoni","krefftichthys","pelagic","fishbase",419,1136,"Fis-26365",6997
"nannobrachium achirus","nannobrachium","pelagic","genus gapfill",1423,2221,"Fis-148251",6998
"lampanyctus australis","lampanyctus","pelagic","fishbase",170,463,"Fis-32122",7000
"lampichthys procerus","lampichthys","pelagic","fishbase",271,834,"Fis-26367",7003
"metelectrona ventralis","metelectrona","pelagic","fishbase",50,194,"Fis-26368",7004
"protomyctophum parallelum","protomyctophum","pelagic","fishbase",431,1090,"Fis-26369",7005
"protomyctophum andriashevi","protomyctophum","pelagic","fishbase",81,182,"Fis-32124",7006
"protomyctophum bolini","protomyctophum","pelagic","fishbase",406,532,"Fis-26370",7007
"protomyctophum choriodon","protomyctophum","pelagic","fishbase",163,521,"Fis-32125",7008
"protomyctophum gemmatum","protomyctophum","pelagic","fishbase",697,1136,"Fis-32126",7009
"protomyctophum luciferum","protomyctophum","pelagic","fishbase",356,894,"Fis-32127",7010
"protomyctophum normani","protomyctophum","pelagic","fishbase",163,521,"Fis-26371",7011
"protomyctophum tenisoni","protomyctophum","pelagic","fishbase",209,491,"Fis-26372",7012
"lycenchelys antarctica","lycenchelys","benthic","fishbase",3530,4110,"Fis-32129",7015
"lycenchelys aratrirostris","lycenchelys","benthic","fishbase",244,376,"Fis-32130",7016
"lycenchelys hureaui","lycenchelys","benthic","fishbase",603,733,"Fis-26374",7019
"lycodapus antarcticus","lycodapus","pelagic","fishbase",432,706,"Fis-32137",7024
"lycodapus pachysoma","lycodapus","pelagic","fishbase",1422,1970,"Fis-32138",7025
"lycodichthys antarcticus","lycodichthys","benthic","fishbase",234,354,"Fis-32139",7026
"melanostigma gelatinosum","melanostigma","pelagic","fishbase",393,1079,"Fis-32141",7029
"melanostigma vitiazi","melanostigma","pelagic","fishbase",111,389,"Fis-32142",7030
"ophthalmolycus amberensis","ophthalmolycus","benthic","fishbase",224,444,"Fis-26376",7032
"ophthalmolycus bothriocephalus","ophthalmolycus","benthic","fishbase",346,498,"Fis-26377",7033
"pachycara brachycephalum","pachycara","benthic","fishbase",413,880,"Fis-26378",7034
"gobionotothen acuta","gobionotothen","benthic","fishbase",30,140,"Fis-26381",7040
"gobionotothen marionensis","gobionotothen","benthopelagic","fishbase",105,126,"Fis-26383",7042
"lindbergichthys mizops","lindbergichthys","benthic","genus gapfill",42,115,"Fis-121626",7046
"lindbergichthys nudifrons","lindbergichthys","benthic","genus gapfill",49,185,"Fis-143831",7047
"pagothenia borchgrevinki","pagothenia","pelagic","fishbase",0,30,"Fis-26389",7049
"pagothenia brachysoma","pagothenia","benthic","genus gapfill",0,30,"Fis-26390",7050
"paranotothenia magellanica","paranotothenia","pelagic","fishbase",0,20,"Fis-26391",7051
"trematomus bernacchii","trematomus","benthic","fishbase",0,200,"Fis-32148",7053
"trematomus eulepidotus","trematomus","benthic","fishbase",140,330,"Fis-32149",7054
"trematomus hansoni","trematomus","benthic","fishbase",71,250,"Fis-32150",7055
"trematomus lepidorhinus","trematomus","benthic","fishbase",272,468,"Fis-26393",7056
"trematomus loennbergii","trematomus","benthic","fishbase",65,832,"Fis-32151",7057
"trematomus newnesi","trematomus","benthic","fishbase",46,183,"Fis-32152",7058
"trematomus nicolai","trematomus","benthic","fishbase",50,192,"Fis-26394",7059
"trematomus pennellii","trematomus","benthic","fishbase",1,112,"Fis-32153",7060
"trematomus scotti","trematomus","benthic","fishbase",115,360,"Fis-26395",7061
"trematomus tokarevi","trematomus","benthic","fishbase",342,480,"Fis-32154",7062
"artedidraco lonnbergi","artedidraco","benthic",NA,273,404,"Fis-164117",7064
"artedidraco mirus","artedidraco","benthic","fishbase",52,200,"Fis-32157",7065
"artedidraco orianae","artedidraco","benthic","fishbase",170,400,"Fis-32158",7066
"artedidraco shackletoni","artedidraco","benthic","fishbase",103,241,"Fis-32159",7067
"artedidraco skottsbergi","artedidraco","benthic",NA,85,299,"Fis-32160",7068
"dolloidraco longedorsalis","dolloidraco","benthic","fishbase",321,613,"Fis-32161",7069
"histiodraco velifer","histiodraco","benthic","fishbase",263,418,"Fis-26396",7070
"pogonophryne barsukovi","pogonophryne","benthic","fishbase",311,598,"Fis-32162",7072
"pogonophryne lanceobarbata","pogonophryne","benthic","fishbase",284,431,"Fis-32167",7077
"pogonophryne marmorata","pogonophryne","benthic","fishbase",304,681,"Fis-32169",7079
"pogonophryne permitini","pogonophryne","benthic","fishbase",514,736,"Fis-32171",7082
"pogonophryne scotti","pogonophryne","benthic","fishbase",238,567,"Fis-32174",7085
"akarotaxis nudiceps","akarotaxis","benthic","fishbase",436,616,"Fis-26397",7093
"bathydraco antarcticus","bathydraco","benthic","fishbase",620,1197,"Fis-32181",7094
"bathydraco joannae","bathydraco","benthic","fishbase",755,1115,"Fis-32182",7095
"bathydraco macrolepis","bathydraco","benthic","fishbase",669,1145,"Fis-32183",7096
"bathydraco marri","bathydraco","benthic","fishbase",420,713,"Fis-32184",7097
"cygnodraco mawsoni","cygnodraco","benthic","fishbase",130,201,"Fis-32186",7099
"gerlachea australis","gerlachea","benthic","fishbase",255,413,"Fis-32187",7100
"gymnodraco acuticeps","gymnodraco","benthic","fishbase",66,247,"Fis-32188",7101
"parachaenichthys charcoti","parachaenichthys","benthic","fishbase",51,186,"Fis-26398",7102
"parachaenichthys georgianus","parachaenichthys","benthic","fishbase",34,129,"Fis-32189",7103
"prionodraco evansii","prionodraco","benthic","fishbase",126,287,"Fis-32190",7104
"psilodraco breviceps","psilodraco","benthic","fishbase",248,345,"Fis-32191",7105
"racovitzia glacialis","racovitzia","benthic","fishbase",264,398,"Fis-32192",7106
