"species","total_hab_area"
"comanthus gisleni",1729100
"comanthus parvicirrus",4891500
"comanthus suavia",1230600
"comanthus wahlbergii",4128700
"comaster multibrachiatus",3356200
"comaster multifidus",4098600
"comaster schlegelii",5710200
"comatella maculata",1434900
"comatella nigra",5035400
"comatella stelligera",6576100
"comatula pectinata",4876500
"comatula purpurea",3341500
"comatula solaris",3507600
"complicachlamys wardiana",3726400
"compressidens comprimatum",549800
"compressidens ophiodon",3657000
"compressidens platyceras",58700
"compressidens pressum",3114500
"compressidentalium clathratum",6478100
"compressidentalium compressiusculum",11316400
"compressidentalium hungerfordi",6082500
"compressidentalium sedecimcostatum",24602500
"compressidentalium subcurvatum",9324100
"compsodrillia acestra",2455900
"compsodrillia canna",604700
"compsodrillia eucosmia",1709500
"compsodrillia haliostrephis",1544200
"compsodrillia tristicha",1418800
"compsomyax subdiaphana",1084800
"concarnes concavus",1235700
"concentrotheca laevigata",2031100
"conchocele bisecta",5579700
"conchodytes meleagrinae",5511300
"conchodytes tridacnae",4995900
"conchoecia oblonga",14569700
"conchoecia spinifera",7016800
"concholepas concholepas",184300
"condominium areolatum",1540800
"condylactis aurantiaca",415100
"conella ovulata",688900
"conella ovuloides",429800
"conger cinereus",5583800
"conger conger",3218600
"conger esculentus",2424200
"conger myriaster",455500
"conger oceanicus",917500
"conger oligoporus",1163100
"conger orbignianus",269700
"conger triporiceps",1311800
"conger verreauxi",650100
"conger wilsoni",1273500
"congiopodus coriaceus",455600
"congiopodus leucopaecilus",309600
"congiopodus peruvianus",820700
"congiopodus spinifer",129900
"congiopodus torvus",157700
"congresox talabon",3361200
"congresox talabonoides",2714200
"congriscus maldivensis",7144600
"congrogadus spinifer",2231800
"congrogadus subducens",2933600
"conidens laticephalus",2784300
"conocara macropterum",29958800
"conocara murrayi",11024000
"conocara salmoneum",29822700
"conocarpus erectus",1890700
"conocyathus zelandiae",4317200
"conodon nobilis",1464100
"conodon serrifer",297300
"conomurex decorus",601800
"conomurex fasciatus",473600
"conopea calceolus",9950800
"conopea cymbiformis",12254200
"conopea dentifer",5035500
"conopeum seurati",465700
"conopora candelabrum",1665800
"conopora laevis",7436700
"conopora verrucosa",6148400
"conotrochus brunneus",6727500
"contusus brevicaudus",370500
"contusus richei",583600
"conus achatinus",2618000
"conus aculeiformis",3279600
"conus acutangulus",5288400
"conus amadis",496600
"conus ammiralis",3194700
"conus amphiurgus",1272200
"conus anabathrum",1116100
"conus andremenezi",2766800
"conus aphrodite",6101700
"conus archon",505500
"conus arenatus",4926900
"conus armadillo",2628500
"conus armiger",1651900
"conus articulatus",3883100
"conus attenuatus",1126600
"conus augur",480200
"conus aulicus",3486100
"conus aurantius",1021200
"conus aureus",4770700
"conus auricomus",2749200
"conus aurisiacus",3124700
"conus baileyi",3946200
"conus balteatus",1927100
"conus bandanus",5270300
"conus betulinus",5167000
"conus biliosus",3467000
"conus boeticus",5003200
"conus boholensis",6274300
"conus boucheti",684500
"conus brunneus",403500
"conus bullatus",2873000
"conus cancellatus",1739600
"conus canonicus",2466700
"conus capitanellus",4344500
"conus capitaneus",5389800
"conus caracteristicus",2327800
"conus cardinalis",971300
"conus catus",2820000
"conus centurio",1535700
"conus chaldaeus",3854900
"conus cinereus",2503800
"conus circumactis",2943000
"conus circumcisus",3484400
"conus coccineus",2367300
"conus coelinae",889400
"conus coffeae",2709300
"conus consors",3846800
"conus coronatus",5275500
"conus crocatus",1599300
"conus cuvieri",370000
"conus cylindraceus",2706100
"conus daucus",1408000
"conus delessertii",1439200
"conus distans",3206600
"conus dusaveli",2657400
"conus ebraeus",4716700
"conus eburneus",4469400
"conus emaciatus",5315300
"conus encaustus",652800
"conus episcopatus",2629700
"conus ermineus",1165200
"conus eugrammatus",5933400
"conus excelsus",7265100
"conus exiguus",388800
"conus eximius",3919400
"conus fergusoni",328900
"conus ferrugineus",2604300
"conus figulinus",2760900
"conus flavescens",1070300
"conus flavidus",4830000
"conus floridulus",6934100
"conus frigidus",2524000
"conus generalis",4705000
"conus geographus",3031200
"conus gladiator",311100
"conus glans",2843600
"conus granulatus",1074400
"conus granum",4803300
"conus hirasei",1430800
"conus howelli",176100
"conus imperialis",3675500
"conus kimioi",2493900
"conus kinoshitai",3787200
"conus legatus",4076500
"conus leopardus",4836000
"conus lienardi",34900
"conus lischkeanus",2881400
"conus litoglyphus",3290200
"conus litteratus",4897300
"conus lividus",5372700
"conus luteus",1215500
"conus magnificus",3428600
"conus magus",3728600
"conus marchionatus",6800
"conus marmoreus",4813600
"conus mazei",2059100
"conus miles",3707500
"conus miliaris",8409800
"conus milneedwardsi",2825900
"conus mindanus",1418500
"conus miniexcelsus",2914500
"conus mitratus",4648600
"conus moluccensis",4560500
"conus monachus",2184600
"conus monile",673600
"conus moreleti",1661900
"conus muriculatus",3077200
"conus mus",843100
"conus musicus",2919500
"conus mustelinus",2801400
"conus nanus",5806500
"conus nielsenae",1167100
"conus nucleus",2348700
"conus nussatella",3130100
"conus obscurus",2757300
"conus omaria",5257200
"conus orbignyi",3077700
"conus parius",2197900
"conus patae",1185300
"conus pennaceus",5300100
"conus pertusus",5148800
"conus planorbis",4454200
"conus poormani",471100
"conus praecellens",7461300
"conus pulicarius",3494700
"conus puncticulatus",138200
"conus purpurascens",335400
"conus quercinus",6192700
"conus radiatus",4897400
"conus rattus",3800600
"conus regius",1268500
"conus retifer",2592200
"conus saecularis",6110500
"conus sanderi",487700
"conus sanguinolentus",1904200
"conus sazanka",4063300
"conus sculletti",287100
"conus sennottorum",1584600
"conus spectrum",4112500
"conus sponsalis",3619300
"conus spurius",234400
"conus stearnsii",896300
"conus stercusmuscarum",2149200
"conus stimpsoni",1348700
"conus striatellus",2876600
"conus striatus",5525400
"conus sulcatus",4919000
"conus sulcocastaneus",1894900
"conus suratensis",3562000
"conus suturatus",1123000
"conus swainsoni",59300
"conus tenuistriatus",4841800
"conus teramachii",7910900
"conus terebra",2970600
"conus tessulatus",5262400
"conus textile",5434600
"conus thomae",182300
"conus tirardi",66600
"conus tulipa",2914700
"conus varius",5072000
"conus vexillum",4902100
"conus villepinii",2638200
"conus vimineus",2525300
"conus viola",3253400
"conus virgo",4206700
"conus vitulinus",4179600
"conus voluminalis",2453600
"conus wallangra",152000
"conus zeylanicus",5592000
"convexella magelhaenica",1444100
"cookeolus japonicus",7245900
"copidaster lymani",646000
"copilia mirabilis",12248100
"copilia quadrata",9612100
"copilia vitrea",3783000
"coptodon guineensis",269900
"coradion altivelis",2544500
"coradion chrysozonus",4738200
"coradion melanopus",1925600
"coralaxius nodulosus",1538800
"coralichlamys madreporarum",20323000
"corallianassa coutierei",2216500
"corallianassa longiventris",980300
"corallina officinalis",1789300
"coralliocaris graminea",5044500
"coralliocaris nudirostris",2504400
"coralliocaris superba",5357200
"coralliocaris viridis",4575400
"coralliogalathea humilis",2849500
"coralliophaga coralliophaga",7340200
"coralliophila aberrans",2691500
"coralliophila abnormis",4272500
"coralliophila amirantium",2469200
"coralliophila bulbiformis",2007200
"coralliophila caribaea",1216200
"coralliophila clathrata",1118700
"coralliophila costularis",2376400
"coralliophila erosa",2552100
"coralliophila galea",209800
"coralliophila monodonta",3412000
"coralliophila neritoidea",3371000
"coralliophila radula",3076200
"coralliophila richardi",306800
"coralliophila scalariformis",1292500
"coralliophila sertata",495000
"coralliophila solutistoma",3268500
"coralliophila squamosissima",1681500
"coralliophila violacea",5476200
"coralliozetus angelicus",87500
"coralliozetus micropes",109000
"coralliozetus rosenblatti",91500
"coralliozetus springeri",129600
"corallistes typus",958300
"corallium rubrum",494400
"corallium secundum",4888700
"corambe obscura",1608300
"corbicula japonica",540200
"corbula gibba",819400
"corbula lyoni",222600
"corbula patagonica",290400
"corculum cardissum",5194300
"corculum dionaeum",1085100
"cordylophora caspia",1438500
"coregonus albula",117700
"coregonus autumnalis",1792400
"coregonus maraena",236600
"coregonus sardinella",1279000
"corella eumyota",8432100
"corella minuta",1253000
"corella parallelogramma",1162300
"corella willmeriana",192200
"corinnaeturris leucomata",4139600
"coris auricularis",196400
"coris aurilineata",295200
"coris aygula",4388800
"coris ballieui",62200
"coris batuensis",3574800
"coris caudimacula",3860300
"coris cuvieri",1888800
"coris dorsomacula",3981500
"coris flavovittata",49400
"coris formosa",1344300
"coris gaimard",4320100
"coris hewetti",10400
"coris julis",981300
"coris picta",44000
"coris pictoides",3256700
"coris variegata",829300
"coris venusta",44000
"corniger spinosus",2003500
"cornucopina moluccensis",3521100
"cornularia cornucopiae",269900
"corolla ovata",14063300
"coronaster briareus",2566400
"coronaster halicepus",5788900
"coronaster volsellatus",7318600
"coronidopsis serenei",2341600
"corvula batabana",987800
"corvula macrops",479000
"corvula sanctaeluciae",855200
"corycaeus amazonicus",1349300
"corycaeus catus",1203800
"corycaeus clausi",1821900
"corycaeus flaccus",3421900
"corycaeus furcifer",2501200
"corycaeus giesbrechti",1055700
"corycaeus latus",1945900
"corycaeus lautus",3583500
"corycaeus limbatus",2537600
"corycaeus longistylis",1461000
"corycaeus speciosus",11257200
"corycaeus typicus",1685100
"corydendrium parasiticum",2548600
"corymorpha gracilis",1666300
"corymorpha nutans",2568000
"corynactis californica",444400
"corynascidia suhmi",31753600
"coryne eximia",2239100
"coryne pusilla",369900
"coryogalops anomolus",951600
"coryogalops william",191000
"coryphaena equiselis",177139900
"coryphaena hippurus",210209700
"coryphaenoides acrolepis",2135300
"coryphaenoides anguliceps",938200
"coryphaenoides ariommus",204700
"coryphaenoides armatus",145134800
"coryphaenoides brevibarbis",11076300
"coryphaenoides bucephalus",7972600
"coryphaenoides capito",23809300
"coryphaenoides carapinus",13271100
"coryphaenoides cinereus",1628300
"coryphaenoides delsolari",434700
"coryphaenoides dubius",630700
"coryphaenoides filicauda",40571900
"coryphaenoides filifer",1917000
"coryphaenoides grahami",28424400
"coryphaenoides guentheri",2714400
"coryphaenoides lecointei",2327300
"coryphaenoides leptolepis",5404900
"coryphaenoides longifilis",856400
"coryphaenoides mcmillani",7944700
"coryphaenoides mediterraneus",6683800
"coryphaenoides mexicanus",401900
"coryphaenoides microps",28023800
"coryphaenoides murrayi",5626900
"coryphaenoides profundicolus",2738700
"coryphaenoides rudis",4446700
"coryphaenoides rupestris",2891700
"coryphaenoides serrulatus",1316300
"coryphaenoides striaturus",40886200
"coryphaenoides subserrulatus",1918000
"coryphaenoides yaquinae",65680800
"coryphaenoides zaniophorus",2328100
"coryphoblennius galerita",617400
"coryphopterus dicrus",1098600
"coryphopterus eidolon",958500
"coryphopterus glaucofraenum",1317400
"coryphopterus hyalinus",934400
"coryphopterus kuna",1140000
"coryphopterus lipernes",742900
"coryphopterus personatus",974400
"coryphopterus punctipectophorus",1119800
"coryphopterus thrix",1251900
"coryphopterus urospilus",271700
"coryrhynchus riisei",1596400
"coryrhynchus sidneyi",1601200
"corythoichthys amplexus",4281900
"corythoichthys conspicillatus",470100
"corythoichthys flavofasciatus",5006100
"corythoichthys haematopterus",4182900
"corythoichthys intestinalis",3515200
"corythoichthys nigripectus",3104000
"corythoichthys ocellatus",1621900
"corythoichthys polynotatus",1051300
"corythoichthys schultzi",3993600
"cosa costata",216000
"coscinaraea columna",5708200
"coscinaraea crassa",1716000
"coscinaraea exaesa",3880900
"coscinaraea exesa",3253300
"coscinaraea marshae",115800
"coscinaraea mcneilli",354800
"coscinaraea monile",4625300
"coscinaraea wellsi",3290800
"coscinasterias muricata",184700
"coscinasterias tenuispina",494800
"coscinoderma matthewsi",2005900
"coscinodiscus wailesii",1147800
"cosmasterias lurida",2979100
"cosmioconcha helenae",193000
"cosmioconcha nitens",1136800
"cosmocalanus darwinii",8768300
"cosmocampus albirostris",1160100
"cosmocampus arctus",462600
"cosmocampus banneri",3987800
"cosmocampus brachycephalus",1037100
"cosmocampus elucens",1308700
"cosmocampus investigatoris",5750700
"cosmocampus maxweberi",3471500
"cosmotriphora melanura",1554800
"costasiella nonatoi",905200
"costasiella ocellifera",1247000
"costentalina pacifica",48126300
"costifer wilsoni",917800
"costoanachis avara",555800
"costoanachis floridana",218400
"costoanachis semiplicata",677400
"costoanachis sertulariarum",680600
"costoanachis sparsa",1302800
"cottapistus cottoides",3312700
"cottiusculus gonez",427900
"cottiusculus schmidti",320700
"cottoperca gobio",333000
"cottunculus granulosus",477100
"cottunculus microps",2837200
"cottunculus nudus",632700
"cottunculus sadko",941200
"cottunculus thomsonii",2561700
"cotylorhiza tuberculata",674400
"couthouyella striatula",112500
"crabyzos longicaudatus",796700
"cranchia scabra",234306800
"crangon allmanni",1046600
"crangon crangon",876000
"crangon franciscorum",291800
"craniella arb",1116200
"craniella cranium",15461100
"craniella simillima",2879900
"craniella tethyoides",1757400
"cranocephalus scleroticus",8878700
"cranopsis billsae",1444600
"cranopsis granulata",2635700
"crapatalus munroi",317700
"crapatalus novaezelandiae",165400
"craspidaster hesperus",5843200
"crassadoma gigantea",721200
"crassimarginatella tuberosa",1130300
"crassinella dupliniana",1346000
"crassinella lunulata",2072900
"crassinella martinicensis",1252100
"crassispira apicata",781700
"crassispira cubana",1134100
"crassispira fuscescens",1294200
"crassispira pellisphocae",641700
"crassispira tampaensis",1744600
"crassostrea gigas",199200
"crassostrea nippona",215000
"crassostrea rhizophorae",1173900
"crassostrea tulipa",490200
"crassostrea virginica",2127600
"cratena lineata",2208900
"cratena pilata",2424500
"cratena simba",3431200
"craterastrea levis",583600
"craterocephalus capreoli",1378400
"craterocephalus mugiloides",596300
"crateromorpha cylindrica",1265400
"cratinus agassizii",27200
"cratis antillensis",2659700
"creagrus furcatus",108400
"creedia haswelli",711500
"cremnochorites capensis",33000
"crenarctus bicuspidatus",8564800
"crenarctus crenatus",743600
"crenatula picta",4048600
"crenella decussata",9385100
"crenella divaricata",5021100
"crenella faba",8203900
"crenella glandula",817500
"crenella pectinula",3067700
"crenella pellucida",1161800
"crenidens crenidens",1157600
"crenimugil buchanani",8099700
"crenimugil crenilabis",5335800
"crenimugil heterocheilos",1509400
"crenimugil seheli",4379100
"crepidacantha longiseta",1284100
"crepidacantha poissonii",1064300
"crepidula adunca",773500
"crepidula convexa",541500
"crepidula depressa",72000
"crepidula fornicata",741600
"crepidula maculosa",533900
"crepidula plana",1054600
"crepidula protea",435200
"crepidula walshi",4128400
"crepipatella dilatata",499600
"creseis acicula",18706900
"creseis conica",1837700
"creseis virgula",17310100
"cribrarula cribraria",4021200
"cribrarula cumingii",841300
"cribrarula gaskoini",35400
"cribrinopsis crassa",107300
"cribrinopsis fernaldi",423600
"cribrinopsis similis",992000
"crisia denticulata",3096800
"crisia eburnea",2696900
"crisia elongata",4602100
"crisia occidentalis",1139700
"crispatotrochus galapagensis",205900
"crispatotrochus rubescens",7767200
"crispatotrochus rugosus",7782800
"crispatotrochus septumdentatus",894700
"cristatogobius lophius",2363900
"cristiceps argyropleura",401500
"cristiceps aurantiacus",126400
"cristiceps australis",810700
"crisulipora orientalis",935800
"crocodilichthys gracilis",174200
"crocodylus acutus",2232700
"crocodylus porosus",8857000
