"sciname","total_hab_area"
"Coracina temminckii",127200
"Coracina welchmani",20100
"Coracopsis nigra",382300
"Coracopsis sibilans",400
"Coracopsis vasa",336400
"Coracornis raveni",10400
"Coracornis sanghirensis",100
"Coragyps atratus",12554700
"Corapipo gutturalis",495900
"Corapipo leucorrhoa",143200
"Corcorax melanorhamphos",1249800
"Cormobates leucophaea",265500
"Cormobates placens",86600
"Corthylio calendula",4670800
"Corvus albicollis",539700
"Corvus albus",17685500
"Corvus bennetti",5321000
"Corvus brachyrhynchos",9006700
"Corvus capensis",1370500
"Corvus crassirostris",536000
"Corvus cryptoleucus",996600
"Corvus dauuricus",3772000
"Corvus edithae",1045900
"Corvus enca",1042700
"Corvus florensis",4900
"Corvus frugilegus",17855700
"Corvus fuscicapillus",15700
"Corvus imparatus",59200
"Corvus insularis",39800
"Corvus jamaicensis",4800
"Corvus leucognaphalus",5700
"Corvus meeki",8300
"Corvus mellori",1238800
"Corvus moneduloides",11900
"Corvus nasicus",12200
"Corvus palmarum",17800
"Corvus pectoralis",564200
"Corvus rhipidurus",1648500
"Corvus ruficollis",11486900
"Corvus splendens",623300
"Corvus tasmanicus",338500
"Corvus tristis",611400
"Corvus typicus",65300
"Corvus unicolor",100
"Corvus validus",23900
"Corvus violaceus",24000
"Corvus woodfordi",11700
"Corydon sumatranus",1701200
"Corydospiza carbonaria",465700
"Coryphaspiza melanotis",82200
"Coryphistera alaudina",880700
"Coryphospingus cucullatus",2667400
"Coryphospingus pileatus",637000
"Corythaeola cristata",2673200
"Corythaixoides concolor",3236700
"Corythaixoides leopoldi",485200
"Corythaixoides personatus",42100
"Corythopis delalandi",595600
"Corythopis torquatus",5585700
"Corythornis madagascariensis",142000
"Coscoroba coscoroba",118700
"Cossypha albicapillus",922900
"Cossypha cyanocampter",1265000
"Cossypha dichroa",25700
"Cossypha heuglini",5524300
"Cossypha natalensis",3072900
"Cossypha niveicapilla",3908900
"Cossypha semirufa",144300
"Cossyphicula isabellae",20700
"Cossyphicula roberti",29500
"Cotinga amabilis",138100
"Cotinga cayana",5287500
"Cotinga cotinga",1647100
"Cotinga maculata",10500
"Cotinga maynana",2329500
"Cotinga nattererii",82300
"Cotinga ridgwayi",4300
"Coturnicops exquisitus",120800
"Coturnicops notatus",359900
"Coturnix coromandelica",1593100
"Coturnix coturnix",10516200
"Coturnix delegorguei",6400800
"Coturnix japonica",2185900
"Coturnix pectoralis",2852100
"Coua caerulea",63100
"Coua coquereli",28400
"Coua cristata",218400
"Coua cursor",7900
"Coua gigas",22000
"Coua olivaceiceps",6200
"Coua pyropyga",99900
"Coua reynaudii",93500
"Coua ruficeps",17500
"Coua serriana",22800
"Coua verreauxi",100
"Cracticus argenteus",361200
"Cracticus cassicus",505500
"Cracticus louisiadensis",900
"Cracticus mentalis",213900
"Cracticus nigrogularis",4287300
"Cracticus torquatus",3450100
"Cranioleuca albicapilla",5600
"Cranioleuca albiceps",10700
"Cranioleuca antisiensis",32100
"Cranioleuca baroni",15000
"Cranioleuca berlepschi",2200
"Cranioleuca curtata",88600
"Cranioleuca demissa",13400
"Cranioleuca dissita",500
"Cranioleuca erythrops",48400
"Cranioleuca hellmayri",3200
"Cranioleuca henricae",1100
"Cranioleuca marcapatae",3500
"Cranioleuca muelleri",37000
"Cranioleuca obsoleta",168700
"Cranioleuca pallida",73800
"Cranioleuca pyrrhophia",800300
"Cranioleuca semicinerea",33000
"Cranioleuca subcristata",67700
"Cranioleuca sulphurifera",63700
"Cranioleuca vulpecula",52300
"Cranioleuca vulpina",2662800
"Cranioleuca weskei",4700
"Crax alberti",3300
"Crax alector",1814900
"Crax blumenbachii",1100
"Crax daubentoni",60800
"Crax fasciolata",1299800
"Crax globulosa",22000
"Crax pinima",153900
"Crax rubra",343800
"Creatophora cinerea",4785500
"Creurgops dentatus",23400
"Crex crex",6890600
"Crex egregia",6590600
"Crinifer piscator",2639400
"Crinifer zonurus",670600
"Criniferoides leucogaster",1034100
"Criniger chloronotus",1135300
"Criniger ndussumensis",1347300
"Criniger olivaceus",138300
"Crithagra albogularis",807500
"Crithagra ankoberensis",4400
"Crithagra atrogularis",2113900
"Crithagra buchanani",14300
"Crithagra burtoni",81800
"Crithagra canicapilla",1451900
"Crithagra capistrata",404000
"Crithagra citrinelloides",294500
"Crithagra citrinipectus",33800
"Crithagra concolor",200
"Crithagra donaldsoni",461800
"Crithagra dorsostriata",793700
"Crithagra flaviventris",342400
"Crithagra frontalis",109300
"Crithagra gularis",1141200
"Crithagra hyposticta",90700
"Crithagra koliensis",3400
"Crithagra leucoptera",9000
"Crithagra leucopygia",2158200
"Crithagra melanochroa",13600
"Crithagra mennelli",1396800
"Crithagra reichardi",373800
"Crithagra reichenowi",801300
"Crithagra rothschildi",57600
"Crithagra rufobrunnea",900
"Crithagra scotops",31900
"Crithagra striatipectus",80600
"Crithagra striolata",496900
"Crithagra sulphurata",650200
"Crithagra symonsi",16100
"Crithagra totta",11900
"Crithagra tristriata",41000
"Crithagra xantholaema",6200
"Crithagra xanthopygia",11000
"Crossleyia tenebrosa",11600
"Crossleyia xanthophrys",16400
"Crossoptilon auritum",379200
"Crossoptilon crossoptilon",66000
"Crossoptilon harmani",46000
"Crossoptilon mantchuricum",20200
"Crotophaga ani",1151500
"Crotophaga major",6782600
"Crotophaga sulcirostris",338800
"Crypsirina cucullata",16800
"Crypsirina temia",682300
"Cryptillas victorini",6700
"Cryptoleucopteryx plumbea",102500
"Cryptolybia olivacea",111700
"Cryptomicroeca flaviventris",9400
"Cryptophaps poecilorrhoa",31100
"Cryptopipo holochlora",274700
"Cryptopipo litae",110900
"Cryptospiza jacksoni",22800
"Cryptospiza reichenovii",127100
"Cryptospiza shelleyi",7300
"Cryptosylvicola randrianasoloi",24400
"Crypturellus atrocapillus",250700
"Crypturellus bartletti",1461500
"Crypturellus berlepschi",49400
"Crypturellus boucardi",146800
"Crypturellus brevirostris",788000
"Crypturellus casiquiare",58700
"Crypturellus cinereus",5085500
"Crypturellus duidae",237300
"Crypturellus erythropus",1082600
"Crypturellus kerriae",5700
"Crypturellus noctivagus",867400
"Crypturellus obsoletus",106700
"Crypturellus parvirostris",6093400
"Crypturellus ptaritepui",300
"Crypturellus soui",7235300
"Crypturellus strigulosus",1811600
"Crypturellus tataupa",1398400
"Crypturellus transfasciatus",22100
"Crypturellus undulatus",7326600
"Crypturellus variegatus",3407900
"Cuculus canorus",33571900
"Cuculus clamosus",11775900
"Cuculus crassirostris",40900
"Cuculus gularis",8107800
"Cuculus lepidus",93600
"Cuculus micropterus",3812300
"Cuculus optatus",11645400
"Cuculus poliocephalus",500200
"Cuculus rochii",1921300
"Cuculus saturatus",3709900
"Cuculus solitarius",2908100
"Culicicapa ceylonensis",4664300
"Culicicapa helianthea",228300
"Culicivora caudacuta",1042000
"Curruca balearica",3900
"Curruca boehmi",374500
"Curruca buryi",100
"Curruca cantillans",1112400
"Curruca communis",14971600
"Curruca crassirostris",839600
"Curruca curruca",13419800
"Curruca deserti",3950900
"Curruca deserticola",275500
"Curruca hortensis",1078200
"Curruca layardi",68200
"Curruca leucomelaena",5400
"Curruca lugens",206800
"Curruca melanocephala",1202100
"Curruca melanothorax",4500
"Curruca nana",7672900
"Curruca nisoria",3320000
"Curruca ruppeli",27000
"Curruca sarda",37400
"Curruca subalpina",631800
"Curruca subcoerulea",1727500
"Cursorius coromandelicus",1571200
"Cursorius cursor",4882600
"Cursorius rufus",1138800
"Cursorius somalensis",720300
"Cursorius temminckii",7911600
"Cutia legalleni",5400
"Cutia nipalensis",353400
"Cyanerpes caeruleus",5422700
"Cyanerpes cyaneus",7155700
"Cyanerpes lucidus",122200
"Cyanerpes nitidus",2446800
"Cyanistes caeruleus",5947300
"Cyanistes cyanus",4402300
"Cyanistes teneriffae",445900
"Cyanochen cyanoptera",39600
"Cyanocitta cristata",2773600
"Cyanocitta stelleri",859000
"Cyanocompsa parellina",297900
"Cyanocorax affinis",357000
"Cyanocorax beecheii",28500
"Cyanocorax cayanus",1087300
"Cyanocorax chrysops",1528400
"Cyanocorax coeruleus",158500
"Cyanocorax colliei",73500
"Cyanocorax cristatellus",2352300
"Cyanocorax cyanomelas",717800
"Cyanocorax cyanopogon",666000
"Cyanocorax dickeyi",3600
"Cyanocorax formosus",170500
"Cyanocorax hafferi",174900
"Cyanocorax heilprini",133500
"Cyanocorax melanocyaneus",45200
"Cyanocorax morio",569900
"Cyanocorax mystacalis",43000
"Cyanocorax sanblasianus",47800
"Cyanocorax violaceus",2815900
"Cyanocorax yncas",782600
"Cyanocorax yucatanicus",122600
"Cyanoderma bicolor",658500
"Cyanoderma chrysaeum",822100
"Cyanoderma erythropterum",495200
"Cyanoderma melanothorax",26300
"Cyanoderma pyrrhops",86900
"Cyanoderma ruficeps",993900
"Cyanoderma rufifrons",1367800
"Cyanograucalus azureus",1457600
"Cyanolanius comorensis",600
"Cyanolanius madagascarinus",94300
"Cyanolimnas cerverai",200
"Cyanoliseus patagonus",774700
"Cyanoloxia brissonii",3840800
"Cyanoloxia cyanoides",396700
"Cyanoloxia glaucocaerulea",247100
"Cyanoloxia rothschildii",5546800
"Cyanolyca argentigula",3500
"Cyanolyca armillata",17100
"Cyanolyca cucullata",36300
"Cyanolyca mirabilis",3400
"Cyanolyca nanus",3400
"Cyanolyca pulchra",9500
"Cyanolyca pumilo",14300
"Cyanolyca quindiuna",25100
"Cyanolyca turcosa",13300
"Cyanolyca viridicyanus",42400
"Cyanomitra alinae",24700
"Cyanomitra bannermani",210400
"Cyanomitra cyanolaema",2251500
"Cyanomitra olivacea",3355400
"Cyanomitra oritis",33600
"Cyanomitra verreauxii",120300
"Cyanomitra verticalis",5345200
"Cyanopica cooki",14600
"Cyanopica cyanus",1524900
"Cyanoptila cumatilis",269100
"Cyanoptila cyanomelana",1799000
"Cyanoramphus auriceps",33500
"Cyanoramphus malherbi",500
"Cyanoramphus novaezelandiae",14100
"Cyanoramphus unicolor",100
"Cyclarhis gujanensis",11261400
"Cyclarhis nigrirostris",21400
"Cyclopsitta amabilis",51800
"Cyclopsitta coxeni",60500
"Cyclopsitta diophthalma",384300
"Cyclopsitta gulielmitertii",27000
"Cyclopsitta melanogenia",276800
"Cyclopsitta nigrifrons",87300
"Cygnus columbianus",1342000
"Cygnus cygnus",1888600
"Cymbilaimus lineatus",5568400
"Cymbilaimus sanctaemariae",432200
"Cymbirhynchus affinis",41500
"Cymbirhynchus macrorhynchos",960300
"Cynanthus auriceps",197100
"Cynanthus canivetii",512400
"Cynanthus doubledayi",19000
"Cynanthus forficatus",600
"Cynanthus latirostris",398900
"Cynanthus lawrencei",200
"Cyornis brunneatus",92400
"Cyornis caerulatus",572900
"Cyornis camarinensis",5500
"Cyornis colonus",5700
"Cyornis concretus",712200
"Cyornis djampeanus",200
"Cyornis glaucicomans",348100
"Cyornis hainanus",793600
"Cyornis herioti",27800
"Cyornis lemprieri",6200
"Cyornis magnirostris",265800
"Cyornis nicobaricus",1200
"Cyornis olivaceus",403500
"Cyornis omissus",114900
"Cyornis pallidipes",35400
"Cyornis rubeculoides",697100
"Cyornis ruckii",400
"Cyornis ruficauda",44000
"Cyornis rufigastra",255100
"Cyornis sumatrensis",694500
"Cyornis superbus",513500
"Cyornis tickelliae",856300
"Cyornis turcosus",500200
"Cyornis umbratilis",940900
"Cyornis unicolor",1425900
"Cyphorhinus arada",3896100
"Cyphorhinus dichrous",43100
"Cyphorhinus phaeocephalus",164300
"Cyphorhinus thoracicus",19000
"Cyphos macrodactylus",2950200
"Cypseloides cherriei",17400
"Cypseloides cryptus",237400
"Cypseloides fumigatus",304200
"Cypseloides niger",387500
"Cypseloides rothschildi",55200
"Cypseloides senex",557900
"Cypseloides storeri",11500
"Cypsiurus balasiensis",2909400
"Cypsiurus gracilis",297200
"Cypsiurus parvus",12135400
"Cyrtonyx montezumae",396200
"Cyrtonyx ocellatus",65200
"Cyrtonyx sallei",39900
"Dacelo gaudichaud",517400
"Dacelo leachii",1726800
"Dacelo novaeguineae",1066200
"Dacelo rex",302400
"Dacelo tyro",32400
"Dacnis albiventris",1022900
"Dacnis berlepschi",6400
"Dacnis cayana",10395600
"Dacnis egregia",81900
"Dacnis hartlaubi",7900
"Dacnis lineata",5396100
"Dacnis nigripes",12900
"Dacnis venusta",146100
"Dacnis viguieri",10100
"Dactylortyx thoracicus",81200
"Daphoenositta chrysoptera",2228700
"Daphoenositta miranda",27100
"Daphoenositta papuensis",128100
"Daptrius ater",5855000
"Dasycrotapha plateni",17400
"Dasycrotapha pygmaea",4500
"Dasycrotapha speciosa",3500
"Dasylophus superciliosus",9400
"Dasyornis brachypterus",2200
"Dasyornis broadbenti",6000
"Dasyornis longirostris",500
"Deconychura longicauda",66600
"Deconychura pallida",234100
"Deconychura typica",22100
"Deleornis axillaris",211300
"Deleornis fraseri",1198200
"Delichon dasypus",134300
"Delichon lagopodum",1258000
"Delichon nipalense",5800
"Delichon urbicum",17777100
"Deltarhynchus flammulatus",71100
"Dendragapus fuliginosus",282600
"Dendragapus obscurus",808700
"Dendrexetastes rufigula",3116600
"Dendrocincla anabatina",189900
"Dendrocincla fuliginosa",6335800
"Dendrocincla homochroa",273100
"Dendrocincla merula",4148400
"Dendrocincla turdina",370100
"Dendrocincla tyrannina",135300
"Dendrocitta bayleii",4600
"Dendrocitta cinerascens",168700
"Dendrocitta formosae",2071000
"Dendrocitta frontalis",168100
"Dendrocitta leucogastra",43400
"Dendrocitta occipitalis",157200
"Dendrocitta vagabunda",3045800
"Dendrocolaptes certhia",5695600
"Dendrocolaptes hoffmannsi",551600
"Dendrocolaptes picumnus",4746700
"Dendrocolaptes platyrostris",893100
"Dendrocolaptes punctipectus",72000
"Dendrocolaptes sanctithomae",342100
"Dendrocopos analis",709200
"Dendrocopos assimilis",306000
"Dendrocopos atratus",206700
"Dendrocopos darjellensis",168500
"Dendrocopos himalayensis",50300
"Dendrocopos hyperythrus",740000
"Dendrocopos leucopterus",1049500
"Dendrocopos leucotos",5222800
"Dendrocopos macei",606800
"Dendrocopos major",11728100
"Dendrocopos noguchii",600
"Dendrocopos owstoni",700
"Dendrocopos syriacus",1970400
"Dendrocygna autumnalis",1055100
"Dendrocygna bicolor",2750200
"Dendrocygna eytoni",1494300
"Dendrocygna guttata",19900
"Dendrocygna viduata",2411200
"Dendronanthus indicus",4062400
"Dendropicos abyssinicus",82300
"Dendropicos dorae",17000
"Dendropicos elachus",808700
"Dendropicos elliotii",494000
"Dendropicos fuscescens",10135200
"Dendropicos gabonensis",1587500
"Dendropicos goertae",5695600
"Dendropicos griseocephalus",834500
"Dendropicos johnstoni",54800
"Dendropicos lugubris",583100
"Dendropicos namaquus",6548900
"Dendropicos obsoletus",5795200
"Dendropicos poecilolaemus",378900
"Dendropicos pyrrhogaster",289800
"Dendropicos spodocephalus",285300
"Dendropicos stierlingi",108200
"Dendropicos xantholophus",2115500
"Dendroplex kienerii",227600
"Dendroplex picus",8999200
"Dendrortyx barbatus",4100
"Dendrortyx leucophrys",52900
"Dendrortyx macroura",35200
"Deroptyus accipitrinus",3704300
"Dessonornis anomalus",5100
"Dessonornis archeri",18200
"Dessonornis caffer",1535600
"Dessonornis humeralis",132600
"Dessonornis macclounii",29400
"Dessonornis mbuluensis",2800
"Devioeca papuana",96300
"Dicaeum aeneum",26600
"Dicaeum agile",1920600
"Dicaeum annae",16700
"Dicaeum anthonyi",9200
"Dicaeum aureolimbatum",166300
"Dicaeum australe",134900
"Dicaeum beccarii",62500
"Dicaeum bicolor",102800
"Dicaeum cambodianum",88400
"Dicaeum celebicum",176500
"Dicaeum chrysorrheum",2280700
"Dicaeum concolor",172900
"Dicaeum cruentatum",3130100
"Dicaeum dayakorum",4400
"Dicaeum erythrorhynchos",1012700
"Dicaeum erythrothorax",5400
"Dicaeum everetti",137100
"Dicaeum eximium",37400
"Dicaeum geelvinkianum",487000
"Dicaeum haematostictum",16000
"Dicaeum hanieli",11100
"Dicaeum hirundinaceum",3851300
"Dicaeum hypoleucum",96300
"Dicaeum ignicolle",6900
"Dicaeum igniferum",17500
"Dicaeum ignipectus",2083900
"Dicaeum kampalili",10000
"Dicaeum keiense",4400
"Dicaeum luzoniense",21600
"Dicaeum maugei",16100
"Dicaeum melanozanthum",911600
"Dicaeum minullum",3665100
"Dicaeum monticolum",62300
"Dicaeum nehrkorni",73600
"Dicaeum nigrilore",9900
"Dicaeum nitidum",1500
"Dicaeum pectorale",90900
"Dicaeum proprium",7100
"Dicaeum pygmaeum",108300
"Dicaeum quadricolor",100
"Dicaeum retrocinctum",6700
"Dicaeum schistaceiceps",21400
"Dicaeum trigonostigma",2152000
"Dicaeum tristrami",3400
"Dicaeum trochileum",253100
"Dicaeum vincens",3300
"Dicaeum vulneratum",16900
"Dicaeum wilhelminae",3300
"Dichrozona cincta",2848800
"Dicrurus adsimilis",12049200
"Dicrurus aeneus",2838700
"Dicrurus andamanensis",4600
"Dicrurus annectens",2476100
"Dicrurus atripennis",1576200
"Dicrurus balicassius",55400
"Dicrurus bracteatus",1816100
"Dicrurus caerulescens",1142000
"Dicrurus densus",78700
"Dicrurus forficatus",384800
"Dicrurus fuscipennis",200
"Dicrurus hottentottus",2975900
"Dicrurus leucophaeus",8231300
"Dicrurus lophorinus",18000
"Dicrurus ludwigii",3749200
"Dicrurus macrocercus",4362500
"Dicrurus megarhynchus",6200
"Dicrurus menagei",900
"Dicrurus modestus",3298800
"Dicrurus montanus",45600
"Dicrurus paradiseus",3018800
"Dicrurus remifer",1487700
"Dicrurus striatus",50600
"Dicrurus sumatranus",196500
"Dicrurus waldenii",100
"Diglossa albilatera",103500
"Diglossa baritula",128200
"Diglossa brunneiventris",28600
"Diglossa caerulescens",75800
"Diglossa carbonaria",4700
"Diglossa cyanea",108500
"Diglossa glauca",43600
"Diglossa gloriosa",1300
"Diglossa gloriosissima",1000
"Diglossa humeralis",45100
"Diglossa indigotica",9200
"Diglossa lafresnayii",29100
"Diglossa major",4500
"Diglossa mystacalis",40700
"Diglossa plumbea",2800
"Diglossa sittoides",102700
"Diglossa venezuelensis",1000
"Dinemellia dinemelli",1674000
"Dinopium benghalense",846800
"Dinopium everetti",12000
"Dinopium javanense",2339800
"Dinopium psarodes",24400
"Dinopium shorii",169600
"Diopsittaca cumanensis",3985100
"Diopsittaca nobilis",427300
"Discosura conversii",6700
"Discosura langsdorffi",1794700
"Discosura longicaudus",1774700
"Discosura popelairii",67700
"Diuca diuca",1164300
"Dives dives",426000
"Dives warczewiczi",83300
"Dolichonyx oryzivorus",2346800
"Doliornis remseni",6400
"Doliornis sclateri",3500
"Donacobius atricapilla",337600
"Donacospiza albifrons",319000
"Doricha eliza",3900
"Doricha enicura",31700
"Doryfera johannae",202600
"Doryfera ludovicae",164700
"Drepanis coccinea",900
"Drepanoptila holosericea",11400
"Drepanorhynchus reichenowi",147000
"Drepanornis albertisi",21100
"Drepanornis bruijnii",31300
"Dreptes thomensis",300
"Dromaius novaehollandiae",5199400
"Dromococcyx pavoninus",2030300
"Dromococcyx phasianellus",4764200
"Drymocichla incana",545700
"Drymodes beccarii",396400
"Drymodes brunneopygia",440400
"Drymodes superciliaris",11500
"Drymophila caudata",5900
"Drymophila devillei",1738200
"Drymophila ferruginea",140900
"Drymophila genei",7500
"Drymophila hellmayri",5000
"Drymophila klagesi",9300
"Drymophila malura",244100
"Drymophila ochropyga",97300
